source	target	similarity	repet	variance
NR_125732.1|non-coding_RNA|USP6NL|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.990	1	0.000
NR_103464.1|long_non-coding_RNA|HSPA14|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	94.490	1	0.000
NR_033805.1|long_non-coding_RNA|WAC-AS1|Synom:head_to_head	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.610	2	2.592
NR_120653.1|long_non-coding_RNA|LOC101929279|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.210	1	0.000
NR_120660.1|long_non-coding_RNA|LOC101929431|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.420	1	0.000
NR_136709.1|non-coding_RNA|ZNF33A|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.400	1	0.000
NR_136709.1|non-coding_RNA|ZNF33A|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	87.430	1	0.000
NR_136709.1|non-coding_RNA|ZNF33A|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	89.920	1	0.000
NR_136644.1|long_non-coding_RNA|LOC283028|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.770	1	0.000
NR_024495.2|non-coding_RNA|BMS1P6|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.170	1	0.000
NR_024495.2|non-coding_RNA|BMS1P6|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.960	1	0.000
NR_038275.2|non-coding_RNA|FAM21EP|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.090	1	0.000
NR_038275.2|non-coding_RNA|FAM21EP|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.210	1	0.000
NR_038275.2|non-coding_RNA|FAM21EP|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	87.670	1	0.000
NR_126411.1|long_non-coding_RNA|SGMS1-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.420	1	0.000
NR_126411.1|long_non-coding_RNA|SGMS1-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.030	1	0.000
NR_120678.1|long_non-coding_RNA|LOC102724719|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.540	1	0.000
NR_104262.1|long_non-coding_RNA|CCAR1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.640	1	0.000
NR_104262.1|long_non-coding_RNA|CCAR1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.370	1	0.000
NR_104262.1|long_non-coding_RNA|CCAR1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	88.070	1	0.000
NR_120648.1|long_non-coding_RNA|LOC101928994|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	94.570	1	0.000
NR_038391.1|long_non-coding_RNA|ANAPC16|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.550	1	0.000
NR_038391.1|long_non-coding_RNA|ANAPC16|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.780	1	0.000
NR_135249.1|non-coding_RNA|USP54|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.610	1	0.000
NR_135191.1|non-coding_RNA|AP3M1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.000	1	0.000
NR_038444.1|long_non-coding_RNA|ENTPD1-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.305	2	0.570
NR_038444.1|long_non-coding_RNA|ENTPD1-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.550	1	0.000
NR_024130.2|long_non-coding_RNA|DNMBP-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.200	1	0.000
NR_024130.2|long_non-coding_RNA|DNMBP-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.080	1	0.000
NR_134521.1|non-coding_RNA|VTI1A|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.670	1	0.000
NR_134521.1|non-coding_RNA|VTI1A|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.180	1	0.000
NR_120684.1|long_non-coding_RNA|LOC103344931|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.500	1	0.000
NR_121650.1|long_non-coding_RNA|MIR3663HG|Nosynon	NR_121650.1|long_non-coding_RNA|MIR3663HG|Nosynon	100.000	2	0.000
NR_033850.1|long_non-coding_RNA|WDR11-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.980	1	0.000
NR_034125.1|non-coding_RNA|LOC387723|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.710	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	100.000	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_046478.1|non-coding_RNA|FKBP14|Nosynon	89.710	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_046851.1|long_non-coding_RNA|ZNRF3-AS1|Nosynon	86.090	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_034113.1|long_non-coding_RNA|DNAJC27-AS1|Nosynon	89.690	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_104262.1|long_non-coding_RNA|CCAR1|Nosynon	88.070	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_125819.1|long_non-coding_RNA|LOC101929550|Nosynon	89.000	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_036481.2|non-coding_RNA|FGD5P1|Nosynon	89.470	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_134867.1|non-coding_RNA|PDDC1|Nosynon	85.665	2	0.013
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_119376.1|non-coding_RNA|FER1L4|Nosynon	85.430	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_103739.1|non-coding_RNA|LCTL|Nosynon	85.600	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135191.1|non-coding_RNA|AP3M1|Nosynon	88.000	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_110005.1|non-coding_RNA|LRPAP1|Nosynon	86.000	2	6.250
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135551.1|long_non-coding_RNA|LOC101929130|Nosynon	85.110	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033374.1|long_non-coding_RNA|SLC25A25-AS1|Nosynon	88.120	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_034022.1|non-coding_RNA|LOC100131257|Nosynon	87.545	2	1.243
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_125383.1|long_non-coding_RNA|LOC100507431|Nosynon	88.270	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_109996.1|long_non-coding_RNA|PRKAR2A-AS1|Nosynon	87.650	3	0.744
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_136704.1|non-coding_RNA|KLF8|Nosynon	86.205	2	2.608
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038941.1|non-coding_RNA|LOC100128531|Nosynon	87.500	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038292.1|non-coding_RNA|LOC100507173|Nosynon	86.870	2	0.144
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135568.1|non-coding_RNA|METTL8|Nosynon	87.620	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135598.1|non-coding_RNA|MBOAT2|Nosynon	87.250	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_072996.1|long_non-coding_RNA|MAPK13|Nosynon	87.800	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_049755.1|long_non-coding_RNA|RPP14|Nosynon	91.560	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_120634.1|long_non-coding_RNA|LOC101928150|Nosynon	89.700	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_111980.1|long_non-coding_RNA|ZBTB8A|Nosynon	85.945	4	2.022
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_027426.2|long_non-coding_RNA|LL22NC03-63E9.3|Nosynon	87.000	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038460.1|non-coding_RNA|LOC284865|Nosynon	87.000	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_037921.1|long_non-coding_RNA|MAVS|Nosynon	87.000	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_125838.1|long_non-coding_RNA|LOC101926915|Nosynon	88.640	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_036496.1|non-coding_RNA|LOC339803|Nosynon	86.760	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_002728.3|long_non-coding_RNA|KCNQ1OT1|Synom:non-protein_coding	88.270	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_037168.1|non-coding_RNA|LOC100287846|Nosynon	90.970	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_104274.2|non-coding_RNA|TANGO2|Nosynon	87.110	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_121565.1|long_non-coding_RNA|LOC101927954|Nosynon	87.630	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_110251.1|long_non-coding_RNA|LINC01247|Nosynon	87.110	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_037928.1|non-coding_RNA|P2RX5-TAX1BP3|Nosynon	84.930	2	1.416
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_120311.1|long_non-coding_RNA|LOC102724927|Nosynon	86.700	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_134284.1|non-coding_RNA|ZNF517|Nosynon	86.830	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_103552.1|long_non-coding_RNA|C8orf49|Nosynon	87.830	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_102429.1|long_non-coding_RNA|OSGEPL1-AS1|Nosynon	87.300	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135200.1|long_non-coding_RNA|LINC01460|Nosynon	89.700	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_104091.1|long_non-coding_RNA|LINC00970|Nosynon	87.300	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135169.1|non-coding_RNA|SHE|Nosynon	86.120	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_120386.1|long_non-coding_RNA|LINC01521|Nosynon	86.270	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_040109.2|long_non-coding_RNA|PCAT19|Synom:non-protein_coding	87.000	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_036515.1|non-coding_RNA|LOC284454|Nosynon	86.355	2	0.007
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135293.1|long_non-coding_RNA|LOC101929634|Nosynon	87.420	2	0.176
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033849.1|long_non-coding_RNA|FAM83H-AS1|Synom:head_to_head	86.500	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_073113.1|long_non-coding_RNA|NNT-AS1|Nosynon	86.500	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_037903.3|long_non-coding_RNA|BHLHE40-AS1|Nosynon	84.350	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_034089.1|long_non-coding_RNA|CCDC18-AS1|Nosynon	89.380	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_110974.1|non-coding_RNA|ZNF154|Nosynon	86.713	3	3.399
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033854.1|non-coding_RNA|LOC283335|Nosynon	89.680	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_134560.1|non-coding_RNA|HSCB|Nosynon	86.840	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_120363.1|long_non-coding_RNA|LOC101929586|Nosynon	86.140	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_120663.1|non-coding_RNA|SPATS2|Nosynon	86.840	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_133914.1|long_non-coding_RNA|PCF11-AS1|Nosynon	86.840	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033850.1|long_non-coding_RNA|WDR11-AS1|Nosynon	86.840	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_121658.1|non-coding_RNA|LYRM7|Nosynon	86.840	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033417.1|non-coding_RNA|GTF2H2B|Synom:pseudogene	84.340	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_121676.1|long_non-coding_RNA|LINC01179|Nosynon	83.980	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_037868.1|long_non-coding_RNA|SLFNL1-AS1|Nosynon	86.350	2	0.240
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_109965.1|long_non-coding_RNA|LOC101927257|Nosynon	85.905	2	6.631
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033861.1|non-coding_RNA|LOC283875|Nosynon	86.570	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_120329.1|long_non-coding_RNA|LOC101928174|Nosynon	84.060	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_049794.1|long_non-coding_RNA|GAS1RR|Nosynon	86.570	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033928.1|non-coding_RNA|LOC389641|Nosynon	86.665	2	3.294
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038859.1|long_non-coding_RNA|LINC00311|Nosynon	85.780	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135198.1|long_non-coding_RNA|LOC729652|Nosynon	87.500	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135915.1|non-coding_RNA|MRPS11|Nosynon	90.280	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033855.1|non-coding_RNA|LOC283432|Nosynon	84.190	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038444.1|long_non-coding_RNA|ENTPD1-AS1|Nosynon	85.885	2	0.011
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038353.1|non-coding_RNA|FAM153C|Nosynon	84.620	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_046429.1|long_non-coding_RNA|C4orf26|Nosynon	88.070	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_122047.1|long_non-coding_RNA|TBC1D22A-AS1|Nosynon	86.670	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_037714.1|non-coding_RNA|RAD51L3-RFFL|Nosynon	89.400	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_120448.1|non-coding_RNA|SSR1|Nosynon	86.150	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_109890.1|long_non-coding_RNA|LOC101927740|Nosynon	84.995	2	0.065
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_103777.1|long_non-coding_RNA|LOC100996251|Nosynon	85.710	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038879.1|non-coding_RNA|GCFC1-AS1|Nosynon	86.320	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_037158.1|long_non-coding_RNA|IL21R-AS1|Nosynon	83.870	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_123714.1|non-coding_RNA|DGKH|Nosynon	87.950	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038391.1|long_non-coding_RNA|ANAPC16|Nosynon	88.140	2	0.168
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_125732.1|non-coding_RNA|USP6NL|Nosynon	83.700	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135745.1|non-coding_RNA|NIPAL2|Nosynon	87.080	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_045639.1|long_non-coding_RNA|UQCRB|Nosynon	87.640	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_102424.1|non-coding_RNA|LOC101409256|Nosynon	87.080	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_117089.1|non-coding_RNA|CD24|Nosynon	86.460	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_102759.1|long_non-coding_RNA|TRIM52-AS1|Synom:head_to_head	86.000	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_073396.1|non-coding_RNA|ZNF818P|Nosynon	83.650	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_046396.1|long_non-coding_RNA|XAF1|Nosynon	84.100	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135195.1|long_non-coding_RNA|LOC101927009|Nosynon	86.340	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033738.1|non-coding_RNA|LOC440300|Nosynon	84.930	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038258.1|non-coding_RNA|LOC100616668|Nosynon	86.010	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_120540.1|long_non-coding_RNA|LOC101928053|Nosynon	86.070	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_046020.1|long_non-coding_RNA|TMPRSS3|Nosynon	85.710	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038847.1|non-coding_RNA|LOC100505576|Nosynon	84.640	2	1.300
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_122072.1|long_non-coding_RNA|LINC01567|Nosynon	87.610	2	0.640
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_133631.1|non-coding_RNA|C9orf9|Nosynon	87.220	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_102755.1|long_non-coding_RNA|FLJ31104|Nosynon	86.460	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038866.1|non-coding_RNA|BSN-AS2|Nosynon	86.670	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_003090.2|long_non-coding_RNA|MOBP|Nosynon	88.855	2	2.031
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_136728.1|non-coding_RNA|RBM41|Nosynon	86.390	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038885.1|non-coding_RNA|LOC100506385|Nosynon	88.390	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_117086.1|long_non-coding_RNA|ZNF714|Nosynon	88.390	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_133680.1|non-coding_RNA|CLPX|Nosynon	86.860	2	2.341
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_120424.1|long_non-coding_RNA|LOC101929259|Nosynon	87.130	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_034034.1|non-coding_RNA|LOC100288748|Nosynon	89.510	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_026912.2|non-coding_RNA|ABHD11|Nosynon	85.640	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_134562.1|non-coding_RNA|RPL7L1|Nosynon	86.100	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_049741.1|long_non-coding_RNA|SIKE1|Nosynon	89.330	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_104622.2|long_non-coding_RNA|LOC100506022|Nosynon	85.440	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135923.1|non-coding_RNA|ZNF530|Nosynon	85.150	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_104164.1|long_non-coding_RNA|LINC01443|Nosynon	87.350	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_102401.1|long_non-coding_RNA|DNAH17-AS1|Nosynon	85.570	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_049761.1|long_non-coding_RNA|MAPKBP1|Nosynon	84.750	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038406.1|long_non-coding_RNA|STAU2-AS1|Nosynon	84.550	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_132442.1|long_non-coding_RNA|LUADT1|Nosynon	89.040	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_104429.1|long_non-coding_RNA|PPIL6|Synom:cyclophilin	86.520	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_046312.1|long_non-coding_RNA|KIAA1656|Nosynon	86.190	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_110016.1|long_non-coding_RNA|LINC01429|Nosynon	87.270	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_034159.1|non-coding_RNA|FLJ30403|Nosynon	86.490	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_110049.2|long_non-coding_RNA|LOC101927415|Nosynon	85.280	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_046273.1|long_non-coding_RNA|LOC729683|Nosynon	88.510	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_104461.1|long_non-coding_RNA|PARP11|Synom:ADP-ribose	85.000	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033937.1|non-coding_RNA|LOC100132077|Nosynon	85.500	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_072989.1|non-coding_RNA|MMD2|Nosynon	88.160	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033441.1|long_non-coding_RNA|HDAC2|Nosynon	84.875	2	0.697
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038834.1|non-coding_RNA|LOC100505989|Nosynon	85.000	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135566.1|long_non-coding_RNA|LINC01857|Nosynon	88.120	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038888.1|non-coding_RNA|LOC284950|Nosynon	85.290	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_040241.1|non-coding_RNA|MPPE1|Nosynon	82.940	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_120338.1|long_non-coding_RNA|LIPC-AS1|Nosynon	83.400	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_033801.1|non-coding_RNA|LOC121456|Synom:sodium/hydrogen_exchanger	86.630	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_122071.1|long_non-coding_RNA|LOC399886|Nosynon	86.340	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_037644.1|long_non-coding_RNA|BORCS7-ASMT|Synom:NMD_candidate	85.860	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_136709.1|non-coding_RNA|ZNF33A|Nosynon	87.430	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_132379.1|long_non-coding_RNA|LINC01022|Nosynon	88.390	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_125852.1|long_non-coding_RNA|LOC101928231|Nosynon	86.030	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_120447.1|non-coding_RNA|KLHL8|Nosynon	87.420	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038322.1|non-coding_RNA|MAP3K13|Nosynon	85.790	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_103530.1|long_non-coding_RNA|ANKLE1|Nosynon	85.260	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135639.1|long_non-coding_RNA|LOC101929511|Nosynon	85.070	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_134536.1|non-coding_RNA|QPRT|Nosynon	84.260	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_134476.1|long_non-coding_RNA|LOC101929165|Nosynon	85.495	2	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_136255.1|long_non-coding_RNA|LOC101930085|Nosynon	84.130	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_136154.1|non-coding_RNA|PMS2|Nosynon	85.290	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_003141.3|long_non-coding_RNA|SNHG4|Nosynon	86.750	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_134970.1|non-coding_RNA|DNPEP|Nosynon	85.220	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_039988.1|non-coding_RNA|LOC100130899|Nosynon	85.410	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_040037.1|long_non-coding_RNA|PTOV1-AS1|Nosynon	87.500	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_110171.1|non-coding_RNA|U2AF1L4|Nosynon	85.410	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135479.1|long_non-coding_RNA|LOC105371743|Nosynon	84.770	1	0.000
