"","X.tax_id","chromosome","chr_start","chr_stop","chr_orient","contig","ctg_start","ctg_stop","ctg_orient","feature_name","feature_id","feature_type","group_label","transcript","evidence_code"
"2414342",9606,"5",132996985,133026621,"-","NC_000005.10",132996985,133026621,"-","ZCCHC10","GeneID:54819","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2397571",9606,"5",103086000,103120149,"-","NC_000005.10",103086000,103120149,"-","GIN1","GeneID:54826","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3106012",9606,"X",107123427,107206440,"-","NC_000023.11",107123427,107206440,"-","NUP62CL","GeneID:54830","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2930702",9606,"9",32883872,33025129,"-","NC_000009.12",32883872,33025129,"-","APTX","GeneID:54840","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2125695",9606,"3",113531774,113629579,"+","NC_000003.12",113531774,113629579,"+","SIDT1","GeneID:54847","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"977848",9606,"15",43692644,43699222,"+","NC_000015.10",43692644,43699222,"+","CKMT1A","GeneID:548596","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2987827",9606,"9",111631352,111654351,"+","NC_000009.12",111631352,111654351,"+","DNAJC25","GeneID:548645","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2204921",9606,"4",499200,539921,"+","NC_000004.12",499200,539921,"+","PIGG","GeneID:54872","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1397840",9606,"18",62523410,62587709,"+","NC_000018.10",62523410,62587709,"+","ZCCHC2","GeneID:54877","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1006240",9606,"15",65442463,65517713,"-","NC_000015.10",65442463,65517713,"-","DPP8","GeneID:54878","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1252357",9606,"17",38800434,38825350,"-","NC_000017.11",38800434,38825350,"-","CWC25","GeneID:54883","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2337083",9606,"5",6599239,6633360,"-","NC_000005.10",6599239,6633360,"-","NSUN2","GeneID:54888","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2793118",9606,"7",158631169,158704831,"-","NC_000007.14",158631169,158704831,"-","NCAPG2","GeneID:54892","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"37268",9606,"1",19312246,19332611,"+","NC_000001.11",19312246,19332611,"+","PQLC2","GeneID:54896","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"314751",9606,"10",5684759,5763740,"+","NC_000010.11",5684759,5763740,"+","FAM208B","GeneID:54906","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;mismatch;N"
"2655264",9606,"7",726701,786479,"+","NC_000007.14",726701,786479,"+","DNAAF5","GeneID:54919","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2766646",9606,"7",132784862,133082158,"-","NC_000007.14",132784862,133082158,"-","CHCHD3","GeneID:54927","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3036115",9606,"9",137306894,137423262,"-","NC_000009.12",137306894,137423262,"-","EXD3","GeneID:54932","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1024508",9606,"15",75335996,75341927,"+","NC_000015.10",75335996,75341927,"+","COMMD4","GeneID:54939","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1964681",9606,"22",31346759,31351155,"+","NC_000022.11",31346759,31351155,"+","LINC01521","GeneID:54944","GENE","GRCh38.p7-Primary Assembly","-",""
"58453",9606,"1",28553017,28578545,"+","NC_000001.11",28553017,28578545,"+","TRNAU1AP","GeneID:54952","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1896001",9606,"20",63939829,63959435,"-","NC_000020.11",63939829,63959435,"-","UCKL1","GeneID:54963","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2853765",9606,"8",73976142,73982783,"+","NC_000008.11",73976142,73982783,"+","TMEM70","GeneID:54968","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1831155",9606,"20",3753499,3768388,"-","NC_000020.11",3753499,3768388,"-","C20orf27","GeneID:54976","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2953955",9606,"9",75060577,75088319,"-","NC_000009.12",75060577,75088319,"-","NMRK1","GeneID:54981","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2047683",9606,"3",41246599,41963020,"-","NC_000003.12",41246599,41963020,"-","ULK4","GeneID:54986","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"108217",9606,"1",53214099,53220639,"-","NC_000001.11",53214099,53220639,"-","C1orf123","GeneID:54987","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2028967",9606,"3",25783661,25794534,"+","NC_000003.12",25783661,25794534,"+","OXSM","GeneID:54995","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"761746",9606,"12",117038923,117099490,"-","NC_000012.12",117038923,117099490,"-","TESC","GeneID:54997","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1639214",9606,"2",74526648,74529897,"-","NC_000002.12",74526648,74529897,"-","AUP1","GeneID:550","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1963491",9606,"22",30969211,30979395,"+","NC_000022.11",30969211,30979395,"+","TUG1","GeneID:55000","GENE","GRCh38.p7-Primary Assembly","-",""
"742644",9606,"12",102120171,102197520,"+","NC_000012.12",102120171,102197520,"+","PARPBP","GeneID:55010","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2251109",9606,"4",67701278,67722505,"+","NC_000004.12",67701278,67722505,"+","UBA6-AS1","GeneID:550112","GENE","GRCh38.p7-Primary Assembly","-",""
"2251227",9606,"4",68053508,68073233,"+","NC_000004.12",68053508,68073233,"+","LOC550113","GeneID:550113","GENE","GRCh38.p7-Primary Assembly","-",""
"870379",9606,"14",35085467,35122543,"-","NC_000014.9",35085467,35122543,"-","PPP2R3C","GeneID:55012","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1287992",9606,"17",50761034,50767515,"-","NC_000017.11",50761034,50767515,"-","LINC00483","GeneID:55018","GENE","GRCh38.p7-Primary Assembly","-",""
"1314421",9606,"17",73232233,73248959,"+","NC_000017.11",73232233,73248959,"+","C17orf80","GeneID:55028","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;mismatch;N"
"2678626",9606,"7",30010583,30026801,"-","NC_000007.14",30010583,30026801,"-","FKBP14","GeneID:55033","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2969367",9606,"9",92297358,92325594,"-","NC_000009.12",92297358,92325594,"-","NOL8","GeneID:55035","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2197725",9606,"3",195514422,195543401,"-","NC_000003.12",195514422,195543401,"-","PPP1R2","GeneID:5504","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"987324",9606,"15",50348936,50354879,"-","NC_000015.10",50348936,50354879,"-","FLJ10038","GeneID:55056","GENE","GRCh38.p7-Primary Assembly","-",""
"1310621",9606,"17",68421281,68457524,"-","NC_000017.11",68421281,68457524,"-","WIPI1","GeneID:55062","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3084438",9606,"X",56729285,56817571,"+","NC_000023.11",56729285,56817571,"+","LINC01420","GeneID:550643","GENE","GRCh38.p7-Primary Assembly","-",""
"1039932",9606,"15",88501924,88546703,"-","NC_000015.10",88501924,88546703,"-","DET1","GeneID:55070","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1275483",9606,"17",45505883,45520523,"-","NC_000017.11",45505883,45520523,"-","LRRC37A4P","GeneID:55073","GENE","GRCh38.p7-Primary Assembly","-",""
"433987",9606,"10",114120862,114174312,"-","NC_000010.11",114120862,114174312,"-","CCDC186","GeneID:55088","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"26577",9606,"1",15152418,15220480,"+","NC_000001.11",15152418,15220480,"+","TMEM51","GeneID:55092","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2881725",9606,"8",123416725,123467527,"+","NC_000008.11",123416725,123467527,"+","WDYHV1","GeneID:55093","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1471929",9606,"19",33080880,33130412,"+","NC_000019.10",33080880,33130412,"+","GPATCH1","GeneID:55094","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1495143",9606,"19",41431318,41447822,"-","NC_000019.10",41431318,41447822,"-","ATP5SL","GeneID:55101","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"555045",9606,"11",70078302,70189545,"+","NC_000011.10",70078302,70189545,"+","ANO1","GeneID:55107","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"66030",9606,"1",32364633,32394461,"-","NC_000001.11",32364633,32394461,"-","BSDC1","GeneID:55108","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"644135",9606,"12",10604190,10613609,"-","NC_000012.12",10604190,10613609,"-","MAGOHB","GeneID:55110","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"152221",9606,"1",108692292,108701803,"+","NC_000001.11",108692292,108701803,"+","PRPF38B","GeneID:55119","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2491012",9606,"6",30600400,30618607,"-","NC_000006.12",30600400,30618607,"-","PPP1R10","GeneID:5514","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"925217",9606,"14",93207056,93229215,"+","NC_000014.9",93207056,93229215,"+","UBR7","GeneID:55148","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"198895",9606,"1",155610170,155614967,"+","NC_000001.11",155610170,155614967,"+","MSTO1","GeneID:55154","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1529446",9606,"19",52189802,52226425,"+","NC_000019.10",52189802,52226425,"+","PPP2R1A","GeneID:5518","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2432219",9606,"5",146589504,147081520,"-","NC_000005.10",146589504,147081520,"-","PPP2R2B","GeneID:5521","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"592489",9606,"11",112074244,112085150,"+","NC_000011.10",112074244,112085150,"+","C11orf57","GeneID:55216","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"900035",9606,"14",69191477,69244020,"+","NC_000014.9",69191477,69244020,"+","EXD2","GeneID:55218","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"375033",9606,"10",70298970,70382650,"-","NC_000010.11",70298970,70382650,"-","LRRC20","GeneID:55222","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2819801",9606,"8",27733316,27772656,"-","NC_000008.11",27733316,27772656,"-","CCDC25","GeneID:55246","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1378577",9606,"18",36129874,36177931,"+","NC_000018.10",36129874,36177931,"+","ELP2","GeneID:55250","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2705430",9606,"7",66996805,67239520,"+","NC_000007.14",66996805,67239520,"+","TYW1","GeneID:55253","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2129069",9606,"3",119428960,119463682,"-","NC_000003.12",119428960,119463682,"-","TMEM39A","GeneID:55254","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1893559",9606,"20",62796405,62801738,"+","NC_000020.11",62796405,62801738,"+","MRGBP","GeneID:55257","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1514349",9606,"19",48332356,48364237,"-","NC_000019.10",48332356,48364237,"-","TMEM143","GeneID:55260","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"786807",9606,"13",19674752,19783047,"-","NC_000013.11",19674752,19783047,"-","PSPC1","GeneID:55269","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"812771",9606,"13",48037567,48052742,"+","NC_000013.11",48037567,48052742,"+","NUDT15","GeneID:55270","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"114078",9606,"1",59296405,59762730,"+","NC_000001.11",59296405,59762730,"+","FGGY","GeneID:55277","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2853599",9606,"8",73780097,73878910,"-","NC_000008.11",73780097,73878910,"-","UBE2W","GeneID:55284","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3105870",9606,"X",107061885,107118827,"-","NC_000023.11",107061885,107118827,"-","RBM41","GeneID:55285","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2890604",9606,"8",134838069,134842637,"+","NC_000008.11",134838069,134842637,"+","NCRNA00250","GeneID:552853","GENE","GRCh38.p7-Primary Assembly","-",""
"2847080",9606,"8",65161145,65180340,"-","NC_000008.11",65161145,65180340,"-","LINC00251","GeneID:552859","GENE","GRCh38.p7-Primary Assembly","-",""
"2878804",9606,"8",118621001,118726067,"+","NC_000008.11",118621001,118726067,"+","SAMD12-AS1","GeneID:552860","GENE","GRCh38.p7-Primary Assembly","-",""
"1239255",9606,"17",32142454,32253374,"+","NC_000017.11",32142454,32253374,"+","RHOT1","GeneID:55288","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"891571",9606,"14",63373892,63543361,"-","NC_000014.9",63373892,63543361,"-","PPP2R5E","GeneID:5529","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1114057",9606,"16",29453588,29454964,"-","NC_000016.10",29453588,29454964,"-","BOLA2","GeneID:552900","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"557622",9606,"11",71928701,71997597,"+","NC_000011.10",71928701,71997597,"+","RNF121","GeneID:55298","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1156620",9606,"16",70346829,70373383,"+","NC_000016.10",70346829,70373383,"+","DDX19A","GeneID:55308","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2413110",9606,"5",132311276,132369916,"-","NC_000005.10",132311276,132369916,"-","LOC553103","GeneID:553103","GENE","GRCh38.p7-Primary Assembly","-",""
"62286",9606,"1",31629862,31645237,"-","NC_000001.11",31629862,31645237,"-","PEF1","GeneID:553115","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"377279",9606,"10",71319253,71363390,"+","NC_000010.11",71319253,71363390,"+","SLC29A3","GeneID:55315","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1285770",9606,"17",50478800,50485980,"+","NC_000017.11",50478800,50485980,"+","RSAD1","GeneID:55316","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2345832",9606,"5",31532086,31555058,"+","NC_000005.10",31532086,31555058,"+","C5orf22","GeneID:55322","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2327320",9606,"4",185399540,185425985,"-","NC_000004.12",185399540,185425985,"-","UFSP2","GeneID:55325","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2385365",9606,"5",87215735,87239201,"-","NC_000005.10",87215735,87239201,"-","LOC55338","GeneID:55338","GENE","GRCh38.p7-Primary Assembly","-",""
"3000728",9606,"9",123109494,123268576,"-","NC_000009.12",123109494,123268576,"-","STRBP","GeneID:55342","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3043897",9606,"X",276324,303356,"+","NC_000023.11",276324,303356,"+","PLCXD1","GeneID:55344","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2121936",9606,"3",111978876,111993368,"+","NC_000003.12",111978876,111993368,"+","ABHD10","GeneID:55347","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2977609",9606,"9",98198998,98255721,"-","NC_000009.12",98198998,98255721,"-","TBC1D2","GeneID:55357","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1886664",9606,"20",58232777,58309439,"-","NC_000020.11",58232777,58309439,"-","PPP4R1L","GeneID:55370","GENE","GRCh38.p7-Primary Assembly","-",""
"933321",9606,"14",100826108,100861026,"+","NC_000014.9",100826108,100861026,"+","MEG3","GeneID:55384","GENE","GRCh38.p7-Primary Assembly","-",""
"3136400",9606,"X",153902531,153907166,"+","NC_000023.11",153902531,153907166,"+","AVPR2","GeneID:554","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1720178",9606,"2",158166650,158236169,"+","NC_000002.12",158166650,158236169,"+","CCDC148-AS1","GeneID:554201","GENE","GRCh38.p7-Primary Assembly","-",""
"2927579",9606,"9",21454268,21559698,"-","NC_000009.12",21454268,21559698,"-","MIR31HG","GeneID:554202","GENE","GRCh38.p7-Primary Assembly","-",""
"3093496",9606,"X",73944324,74070384,"+","NC_000023.11",73944324,74070384,"+","JPX","GeneID:554203","GENE","GRCh38.p7-Primary Assembly","-",""
"1108625",9606,"16",25031741,25032777,"+","NC_000016.10",25031741,25032777,"+","LOC554206","GeneID:554206","GENE","GRCh38.p7-Primary Assembly","-",""
"2489497",9606,"6",29791906,29797807,"+","NC_000006.12",29791906,29797807,"+","LOC554223","GeneID:554223","GENE","GRCh38.p7-Primary Assembly","-",""
"1699103",9606,"2",132147591,132257969,"-","NC_000002.12",132147591,132257969,"-","ANKRD30BL","GeneID:554226","GENE","GRCh38.p7-Primary Assembly","-",""
"2683027",9606,"7",35081287,35186162,"-","NC_000007.14",35081287,35186162,"-","DPY19L2P1","GeneID:554236","GENE","GRCh38.p7-Primary Assembly","-",""
"2942339",9606,"9",39873857,39875395,"+","NC_000009.12",39873857,39875395,"+","LOC554249","GeneID:554249","GENE","GRCh38.p7-Primary Assembly","-",""
"1629263",9606,"2",68459419,68467325,"-","NC_000002.12",68459419,68467325,"-","FBXO48","GeneID:554251","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"247958",9606,"1",200342544,200373792,"-","NC_000001.11",200342544,200373792,"-","LINC00862","GeneID:554279","GENE","GRCh38.p7-Primary Assembly","-",""
"2283812",9606,"4",112231727,112273110,"+","NC_000004.12",112231727,112273110,"+","AP1AR","GeneID:55435","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"860918",9606,"14",23938731,23955112,"-","NC_000014.9",23938731,23955112,"-","DHRS4-AS1","GeneID:55449","GENE","GRCh38.p7-Primary Assembly","-",""
"349270",9606,"10",43138445,43185308,"+","NC_000010.11",43138445,43185308,"+","CSGALNACT2","GeneID:55454","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2861782",9606,"8",93740111,93740819,"+","NC_000008.11",93740111,93740819,"+","RBM12B-AS1","GeneID:55472","GENE","GRCh38.p7-Primary Assembly","-",""
"273639",9606,"1",219910398,219959754,"-","NC_000001.11",219910398,219959754,"-","SLC30A10","GeneID:55532","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"469090",9606,"11",2870033,2872105,"+","NC_000011.10",2870033,2872105,"+","KCNQ1DN","GeneID:55539","GENE","GRCh38.p7-Primary Assembly","-",""
"644552",9606,"12",10880961,11171623,"-","NC_000012.12",10880961,11171623,"-","PRH1","GeneID:5554","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1292991",9606,"17",58156959,58159120,"+","NC_000017.11",58156959,58159120,"+","MSX2P1","GeneID:55545","GENE","GRCh38.p7-Primary Assembly","-",""
"1525332",9606,"19",50825289,50834337,"-","NC_000019.10",50825289,50834337,"-","KLK15","GeneID:55554","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3134449",9606,"X",153447665,153495525,"-","NC_000023.11",153447665,153495525,"-","HAUS7","GeneID:55559","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"614069",9606,"11",126269040,126278132,"+","NC_000011.10",126269040,126278132,"+","FOXRED1","GeneID:55572","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1489396",9606,"19",39391303,39400637,"+","NC_000019.10",39391303,39400637,"+","MED29","GeneID:55588","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"732664",9606,"12",95217746,95302799,"+","NC_000012.12",95217746,95302799,"+","VEZT","GeneID:55591","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"738925",9606,"12",100156391,100173343,"-","NC_000012.12",100156391,100173343,"-","GOLGA2P5","GeneID:55592","GENE","GRCh38.p7-Primary Assembly","-",""
"842768",9606,"13",110878540,110915107,"-","NC_000013.11",110878540,110915107,"-","ANKRD10","GeneID:55608","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"533548",9606,"11",63985853,63998420,"+","NC_000011.10",63985853,63998420,"+","OTUB1","GeneID:55611","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1837342",9606,"20",13104760,13638936,"-","NC_000020.11",13104760,13638936,"-","TASP1","GeneID:55617","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1696169",9606,"2",130151392,130182750,"-","NC_000002.12",130151392,130182750,"-","SMPD4","GeneID:55627","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2510977",9606,"6",37257704,37332970,"+","NC_000006.12",37257704,37332970,"+","TBC1D22B","GeneID:55633","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"173632",9606,"1",147155106,147172589,"-","NC_000001.11",147155106,147172589,"-","PRKAB2","GeneID:5565","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2863056",9606,"8",94823290,94894664,"+","NC_000008.11",94823290,94894664,"+","INTS8","GeneID:55656","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1339831",9606,"17",81556885,81637153,"-","NC_000017.11",81556885,81637153,"-","NPLOC4","GeneID:55666","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2925799",9606,"9",19230765,19374268,"+","NC_000009.12",19230765,19374268,"+","DENND4C","GeneID:55667","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"911964",9606,"14",76151885,76214473,"+","NC_000014.9",76151885,76214473,"+","GPATCH2L","GeneID:55668","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"370930",9606,"10",68341107,68407302,"-","NC_000010.11",68341107,68407302,"-","RUFY2","GeneID:55680","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1652772",9606,"2",96593155,96638379,"-","NC_000002.12",96593155,96638379,"-","KANSL3","GeneID:55683","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1991816",9606,"22",46335401,46357340,"+","NC_000022.11",46335401,46357340,"+","TRMU","GeneID:55687","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"321970",9606,"10",13643706,14330952,"-","NC_000010.11",13643706,14330952,"-","FRMD4A","GeneID:55691","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"109189",9606,"1",53765460,53838552,"-","NC_000001.11",53765460,53838552,"-","NDC1","GeneID:55706","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1875864",9606,"20",46463660,46513559,"-","NC_000020.11",46463660,46513559,"-","ZNF334","GeneID:55713","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1104707",9606,"16",22297366,22335103,"+","NC_000016.10",22297366,22335103,"+","POLR3E","GeneID:55718","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1894271",9606,"20",63272785,63289793,"+","NC_000020.11",63272785,63289793,"+","ARFGAP1","GeneID:55738","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"842243",9606,"13",110615460,110639996,"+","NC_000013.11",110615460,110639996,"+","NAXD","GeneID:55739","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1859123",9606,"20",35115357,35147358,"-","NC_000020.11",35115357,35147358,"-","EDEM2","GeneID:55741","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2688207",9606,"7",43608452,43729541,"-","NC_000007.14",43608452,43729541,"-","COA1","GeneID:55744","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"886579",9606,"14",57268888,57298742,"+","NC_000014.9",57268888,57298742,"+","AP5M1","GeneID:55745","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"371871",9606,"10",68721144,68792377,"+","NC_000010.11",68721144,68792377,"+","CCAR1","GeneID:55749","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2996227",9606,"9",120388869,120580170,"-","NC_000009.12",120388869,120580170,"-","CDK5RAP2","GeneID:55755","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2820873",9606,"8",28767658,28890226,"-","NC_000008.11",28767658,28890226,"-","INTS9","GeneID:55756","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"646980",9606,"12",14774336,14778002,"+","NC_000012.12",14774336,14778002,"+","H2AFJ","GeneID:55766","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2465895",9606,"6",485138,693141,"-","NC_000006.12",485138,693141,"-","EXOC2","GeneID:55770","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1531322",9606,"19",53107879,53133077,"-","NC_000019.10",53107879,53133077,"-","ZNF415","GeneID:55786","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2809428",9606,"8",19404161,19757940,"-","NC_000008.11",19404161,19757940,"-","CSGALNACT1","GeneID:55790","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1327667",9606,"17",76617769,76643838,"-","NC_000017.11",76617769,76643838,"-","ST6GALNAC1","GeneID:55808","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"793110",9606,"13",24882274,24922889,"-","NC_000013.11",24882274,24922889,"-","CENPJ","GeneID:55835","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"455453",9606,"10",131900644,131971535,"+","NC_000010.11",131900644,131971535,"+","PPP2R2D","GeneID:55844","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"630143",9606,"12",2812621,2832217,"+","NC_000012.12",2812621,2832217,"+","ITFG2","GeneID:55846","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"311340",9606,"10",1022637,1044201,"+","NC_000010.11",1022637,1044201,"+","IDI2-AS1","GeneID:55853","GENE","GRCh38.p7-Primary Assembly","-",""
"3120639",9606,"X",130494941,130497448,"+","NC_000023.11",130494941,130497448,"+","FAM45BP","GeneID:55855","GENE","GRCh38.p7-Primary Assembly","-",""
"2246118",9606,"4",55395913,55453397,"+","NC_000004.12",55395913,55453397,"+","TMEM165","GeneID:55858","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3092655",9606,"X",72329516,72573103,"-","NC_000023.11",72329516,72573103,"-","HDAC8","GeneID:55869","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
